"","X","id","has_bathroom","has_refrig","total_persons","has_comp","num_phones","disabled","married","divorced","separated","widower","single","num_children","num_65","num_adults","dependency","water_inside","water_outside","no_water","gov_elec","private_elec","no_elec","coop_elec","no_toilet","sewer","septictank","latrine","toilet_other","no_cooking_energy","cooking_.elec","cooking_gas","cooking_woodcoal","trash_truck","trash_buried","trash_burning","trash_throwing","trash_river","age","Target","age_z"
"181",181,"ID_77e2d94b3",1,1,4,0,4,0,0,0,0,0,1,1,0,3,0.25,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,20,0,-0.66182557572259
"182",182,"ID_334a12687",1,1,4,0,4,0,0,0,0,0,1,1,0,3,0.25,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,19,0,-0.708095607157939
"183",183,"ID_e477bac00",1,1,4,0,4,0,0,0,1,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"186",186,"ID_1a23dbdc4",1,1,2,0,2,0,0,0,0,0,1,1,0,1,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,13,1,-0.985715795770033
"187",187,"ID_6274a9721",1,1,9,0,4,0,0,0,0,0,0,5,0,4,0.555555555555556,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5,1,-1.35587604725283
"188",188,"ID_fb96aba6c",1,1,9,0,4,0,1,0,0,0,0,5,0,4,0.555555555555556,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,47,1,0.587465273031836
"189",189,"ID_1007ee397",1,1,9,0,4,0,0,0,0,0,0,5,0,4,0.555555555555556,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5,1,-1.35587604725283
"190",190,"ID_2324f6d54",1,1,9,0,4,0,0,0,0,0,0,5,0,4,0.555555555555556,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,-1.49468614155887
"191",191,"ID_2688cd587",1,1,9,0,4,0,0,0,0,0,1,5,0,4,0.555555555555556,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,16,1,-0.846905701463986
"194",194,"ID_44031e6d2",1,1,9,0,4,0,1,0,0,0,0,5,0,4,0.555555555555556,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,52,1,0.818815430208582
"195",195,"ID_7bd0b8524",1,1,9,0,4,0,0,0,0,0,1,5,0,4,0.555555555555556,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,23,1,-0.523015481416542
"196",196,"ID_21b09d0df",1,1,4,0,3,0,0,0,0,0,0,3,0,1,0.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7,1,-1.26333598438213
"197",197,"ID_86d18e12c",1,1,4,0,3,0,0,0,0,0,1,3,0,1,0.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,1,-1.07825585864073
"198",198,"ID_c6d68ee69",1,1,4,0,3,0,0,0,0,0,1,3,0,1,0.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29,1,-0.245395292804448
"200",200,"ID_19a964806",1,1,3,0,3,0,0,0,0,0,0,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,1,-1.44841611012352
"202",202,"ID_bf09cd49a",1,1,3,0,3,0,0,0,0,0,0,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,1,-1.30960601581748
"204",204,"ID_a5078142a",1,1,3,1,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27,0,-0.337935355675146
"205",205,"ID_edff88e98",1,1,3,1,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"206",206,"ID_fe66bbbbb",1,1,3,1,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,54,0,0.91135549307928
"207",207,"ID_6e02aef5b",1,1,4,0,3,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,-1.49468614155887
"209",209,"ID_af4896dce",1,1,4,0,3,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,33,0,-0.0603151670630512
"211",211,"ID_ba367f2ed",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,46,0,0.541195241596487
"212",212,"ID_a724dc1ab",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,-1.44841611012352
"213",213,"ID_c7cde8d96",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,32,0,-0.1065851984984
"215",215,"ID_c06d2568f",1,1,2,0,2,0,1,0,0,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,62,0,1.28151574456207
"217",217,"ID_0674ebda7",1,0,2,0,0,0,0,0,0,0,1,0,1,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,49,1,0.680005335902535
"218",218,"ID_e668c9ec2",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"219",219,"ID_f3ce33a91",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,61,0,1.23524571312672
"220",220,"ID_c279ec789",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,20,0,-0.66182557572259
"222",222,"ID_2242191ad",1,1,4,1,5,0,1,0,0,0,0,0,2,4,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,77,0,1.97556621609231
"225",225,"ID_c4e1a8608",1,1,2,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,20,0,-0.66182557572259
"227",227,"ID_4d8ec81ed",1,1,3,0,2,0,0,0,1,0,0,0,2,3,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,81,0,2.16064634183371
"228",228,"ID_7bdf04151",1,1,3,0,2,0,0,0,0,0,1,0,2,3,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,38,0,0.171034990113694
"230",230,"ID_1521cea11",1,0,1,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,22,0,-0.569285512851891
"231",231,"ID_f807e3ae2",1,0,1,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,23,0,-0.523015481416542
"234",234,"ID_58673c9de",1,1,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,30,0,-0.199125261369098
"236",236,"ID_c268120c3",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,62,0,1.28151574456207
"237",237,"ID_6acf3d83e",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,33,0,-0.0603151670630512
"239",239,"ID_38191af15",1,1,2,1,2,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,61,0,1.23524571312672
"241",241,"ID_293593dec",1,1,5,0,1,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16,0,-0.846905701463986
"242",242,"ID_5ec61415a",1,1,5,0,1,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7,0,-1.26333598438213
"243",243,"ID_8cbe79392",1,1,5,0,1,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,11,0,-1.07825585864073
"244",244,"ID_528ed8ed7",1,1,5,0,1,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,39,0,0.217305021549043
"245",245,"ID_880d36234",1,1,5,0,1,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,44,0,0.448655178725789
"246",246,"ID_694d4b0ce",1,1,2,0,2,1,0,0,1,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,65,0,1.42032583886812
"247",247,"ID_db3aa162f",1,1,2,0,2,0,0,0,1,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,40,0,0.263575052984393
"249",249,"ID_d61734d32",1,0,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,59,0,1.14270565025603
"250",250,"ID_f1791bbeb",1,0,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,42,0,0.356115115855091
"251",251,"ID_9e915b9ff",1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,78,1,2.02183624752766
"252",252,"ID_0953fca13",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40,0,0.263575052984393
"253",253,"ID_da83fc6f5",1,1,4,0,2,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13,0,-0.985715795770033
"254",254,"ID_c81e17a84",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,-1.44841611012352
"256",256,"ID_e6061d831",1,1,3,1,3,1,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,55,0,0.957625524514629
"257",257,"ID_b3ec9aadf",1,1,3,1,3,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,55,0,0.957625524514629
"258",258,"ID_5b4a88643",1,1,3,1,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,14,0,-0.939445764334684
"260",260,"ID_644617617",1,1,6,0,4,0,0,0,0,0,1,3,1,3,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19,0,-0.708095607157939
"261",261,"ID_5364e3c95",1,1,6,0,4,0,0,0,0,0,0,3,1,3,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8,0,-1.21706595294678
"263",263,"ID_21f8f4f4e",1,1,6,0,4,0,1,0,0,0,0,3,1,3,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,64,0,1.37405580743277
"265",265,"ID_650cb5c6d",1,1,4,0,3,0,1,0,0,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,37,0,0.124764958678345
"267",267,"ID_191060db8",1,1,4,0,3,0,0,0,0,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,0,-1.35587604725283
"268",268,"ID_5d275152f",1,1,4,0,3,0,0,0,0,1,0,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,58,0,1.09643561882068
"269",269,"ID_19bd1d343",1,1,4,1,4,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,25,0,-0.430475418545844
"270",270,"ID_a508af078",1,1,4,1,4,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,61,0,1.23524571312672
"271",271,"ID_478f05607",1,1,4,1,4,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,22,0,-0.569285512851891
"272",272,"ID_d07637f60",1,1,4,1,4,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,60,0,1.18897568169137
"273",273,"ID_f3f22bc48",1,1,6,1,6,0,0,0,0,0,1,2,0,4,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19,0,-0.708095607157939
"277",277,"ID_397744c3b",1,1,6,1,6,0,0,0,0,0,0,2,0,4,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,32,0,-0.1065851984984
"280",280,"ID_9cdc3feb8",1,1,4,0,3,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19,0,-0.708095607157939
"281",281,"ID_84e79c9d1",1,1,4,0,3,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,45,0,0.494925210161138
"282",282,"ID_f05dc2518",1,1,4,0,3,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40,0,0.263575052984393
"284",284,"ID_17d9dcd44",1,0,3,0,1,0,0,0,0,0,0,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7,1,-1.26333598438213
"287",287,"ID_1c3ec2768",1,1,6,0,4,0,0,0,0,0,0,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-1.54095617299422
"288",288,"ID_b859b2f59",1,1,6,0,4,0,0,0,0,0,0,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,30,1,-0.199125261369098
"289",289,"ID_4f08bbe09",1,1,6,0,4,0,0,0,0,0,0,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,36,1,0.0784949272429961
"291",291,"ID_606ed140f",1,1,6,0,4,0,0,0,0,0,1,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,16,1,-0.846905701463986
"292",292,"ID_dd0e4be07",1,1,6,0,2,0,1,0,0,0,0,1,0,5,0.166666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"293",293,"ID_b299cb1bf",1,1,6,0,2,0,0,0,0,0,1,1,0,5,0.166666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30,0,-0.199125261369098
"294",294,"ID_b299aa59f",1,1,6,0,2,0,0,0,0,0,1,1,0,5,0.166666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,33,0,-0.0603151670630512
"295",295,"ID_6cec9af62",1,1,6,0,2,0,1,0,0,0,0,1,0,5,0.166666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"296",296,"ID_11f42220c",1,1,6,0,2,0,0,0,0,0,1,1,0,5,0.166666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,14,0,-0.939445764334684
"297",297,"ID_561bb08a7",1,1,6,0,2,0,0,0,0,0,1,1,0,5,0.166666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,32,0,-0.1065851984984
"298",298,"ID_0225e7b95",1,1,5,0,5,0,0,0,0,0,1,1,0,4,0.2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,20,0,-0.66182557572259
"299",299,"ID_7185a549d",1,1,5,0,5,0,0,0,0,0,1,1,0,4,0.2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,22,0,-0.569285512851891
"300",300,"ID_c0b3a6b4d",1,1,5,0,5,0,0,0,0,0,1,1,0,4,0.2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,17,0,-0.800635670028637
"302",302,"ID_8c1eb9efe",1,1,5,0,5,0,1,0,0,0,0,1,0,4,0.2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,49,0,0.680005335902535
"304",304,"ID_e461b5867",1,1,3,0,3,1,0,0,0,0,1,0,1,3,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,37,0,0.124764958678345
"305",305,"ID_92cd8fd23",1,1,3,0,3,0,0,0,0,0,1,0,1,3,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,24,0,-0.476745449981193
"306",306,"ID_999e51f9f",1,1,4,0,4,0,0,0,0,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7,0,-1.26333598438213
"309",309,"ID_1861dae71",1,1,4,0,4,0,0,0,0,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,31,0,-0.152855229933749
"311",311,"ID_eb280431b",1,1,3,1,3,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,59,0,1.14270565025603
"312",312,"ID_88de4fa62",1,1,3,1,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,48,0,0.633735304467185
"313",313,"ID_4f28a34b2",1,1,4,0,5,0,0,0,0,0,1,3,0,1,0.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,15,1,-0.893175732899335
"314",314,"ID_9a429f3f2",1,1,4,0,5,0,0,0,0,0,1,3,0,1,0.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,18,1,-0.754365638593288
"316",316,"ID_3a7a07ab0",1,1,4,0,5,0,0,0,0,0,1,3,0,1,0.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10,1,-1.12452589007608
"317",317,"ID_8acb2824e",1,1,2,0,2,0,0,0,1,0,0,1,0,1,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,57,0,1.05016558738533
"319",319,"ID_474ec6c27",1,1,6,0,1,0,0,0,0,0,0,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,-1.49468614155887
"323",323,"ID_dab0d86a2",1,1,6,0,1,0,0,0,0,0,1,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,30,1,-0.199125261369098
"325",325,"ID_f881291e3",1,1,3,0,2,0,0,0,0,0,1,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,38,0,0.171034990113694
"327",327,"ID_ad0ffe318",1,1,3,0,2,0,0,0,0,0,1,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13,0,-0.985715795770033
"328",328,"ID_59e697592",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,28,0,-0.291665324239797
"329",329,"ID_4e5ffcfa3",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,51,0,0.772545398773233
"330",330,"ID_f7153a600",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,28,0,-0.291665324239797
"331",331,"ID_836417fd4",1,1,4,0,3,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10,0,-1.12452589007608
"334",334,"ID_5b86c5ce8",1,1,4,0,3,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,16,0,-0.846905701463986
"335",335,"ID_81524fae8",1,1,2,0,1,0,0,0,1,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,60,0,1.18897568169137
"338",338,"ID_e302cf0ed",1,1,2,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,39,0,0.217305021549043
"340",340,"ID_12a269dd0",1,1,4,1,4,0,0,0,0,0,1,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,16,0,-0.846905701463986
"341",341,"ID_5605a6cea",1,1,4,1,4,0,1,0,0,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,51,0,0.772545398773233
"343",343,"ID_bb7907e66",1,1,4,1,4,0,0,0,0,0,1,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,0,-0.61555554428724
"344",344,"ID_d8055d989",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,57,0,1.05016558738533
"345",345,"ID_3ee13c05f",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,24,0,-0.476745449981193
"346",346,"ID_61b148e02",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,57,0,1.05016558738533
"349",349,"ID_5e1f6b79a",1,1,2,0,3,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,32,0,-0.1065851984984
"350",350,"ID_886aedb35",1,1,2,0,3,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,35,0,0.032224895807647
"352",352,"ID_f79387448",1,1,2,0,2,0,1,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,66,0,1.46659587030347
"353",353,"ID_3d8f56727",1,1,2,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,59,0,1.14270565025603
"354",354,"ID_7988703c0",1,1,2,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,62,0,1.28151574456207
"355",355,"ID_62217a0fe",1,1,4,0,3,1,0,0,0,0,1,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,54,0,0.91135549307928
"357",357,"ID_c615861f3",1,1,4,0,3,0,0,0,0,0,1,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10,0,-1.12452589007608
"359",359,"ID_c8ac649a2",1,1,2,0,1,0,0,0,0,0,1,0,1,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,35,0,0.032224895807647
"360",360,"ID_eb5fa8e90",1,1,2,0,1,0,0,0,0,1,0,0,1,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,70,0,1.65167599604487
"361",361,"ID_0f96862f9",1,1,5,0,5,0,0,0,0,0,1,0,2,5,0.4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43,0,0.40238514729044
"362",362,"ID_4e6b1edf1",1,1,5,0,5,0,0,0,0,0,1,0,2,5,0.4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,25,0,-0.430475418545844
"363",363,"ID_9b07fce08",1,1,5,0,5,0,0,0,0,0,1,0,2,5,0.4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,20,0,-0.66182557572259
"364",364,"ID_7f16f74e8",1,1,5,0,5,0,1,0,0,0,0,0,2,5,0.4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,65,0,1.42032583886812
"365",365,"ID_e6e510747",1,1,5,0,5,0,1,0,0,0,0,0,2,5,0.4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,65,0,1.42032583886812
"366",366,"ID_39f898dc0",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,29,0,-0.245395292804448
"367",367,"ID_24b2965ca",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,30,0,-0.199125261369098
"368",368,"ID_31b54f4d1",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,-1.44841611012352
"371",371,"ID_864cefe4b",1,1,2,1,2,0,0,0,1,0,0,1,0,1,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,31,0,-0.152855229933749
"372",372,"ID_d49acee29",1,1,4,1,4,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,14,0,-0.939445764334684
"373",373,"ID_65f93099a",1,1,4,1,4,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11,0,-1.07825585864073
"375",375,"ID_f971b9fbb",1,1,4,1,4,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,36,0,0.0784949272429961
